posicion,indice,keyword,vertical,tipo_keyword
6658,7959,cafetera con timer,Electro y Tecno,categoria_generica
6659,1709,juguete mesa nordica,"Muebles, Hogar y Deco",categoria_generica
6660,10890,robosapien,Electro y Tecno,modelo_producto
6661,8520,disfraz de las guerreras kpop,Bebes y Niños,modelo_producto
6662,8335,sedal shampoo y acondicionador,Salud y Belleza,modelo_producto
6663,8603,patines bota,Deporte y Fitness,categoria_generica
6664,5922,cama nido 1 plaza y media,"Muebles, Hogar y Deco",modelo_producto
6665,9081,cafetera combinada,Electro y Tecno,categoria_generica
6666,8522,escobero 1 puerta,Bebes y Niños,categoria_generica
6667,374,samsung galaxy celular a21s,Electro y Tecno,modelo_producto
6668,12089,pava electrica rca,Electro y Tecno,categoria_atributo
6669,12700,paraguas reversible,Indumentaria y Calzado,categoria_generica
6670,1225,pixel 10,Electro y Tecno,categoria_generica
6671,3234,redmi 5g,Electro y Tecno,modelo_producto
6672,887,camara gadnic,Electro y Tecno,categoria_marca
6673,5065,escalera multiproposito,"Muebles, Hogar y Deco",categoria_generica
6674,7294,volante thrustmaster,Electro y Tecno,categoria_generica
6675,8725,iphone 11 pro price,Electro y Tecno,modelo_producto
6676,3099,redmi watch 5 active,Electro y Tecno,modelo_producto
6677,2009,macbook pro m2,Electro y Tecno,categoria_generica
6678,8388,masajeador para cervical,Salud y Belleza,categoria_generica
6679,11209,el tesoro de la serpiente,"Muebles, Hogar y Deco",modelo_producto
6680,12152,asus x1502za-ej192w,Electro y Tecno,modelo_producto
6681,1663,cajas organizadoras,"Muebles, Hogar y Deco",categoria_generica
6682,10298,zte blade a51,Electro y Tecno,categoria_generica
6683,7841,notebook asus x515ea,Electro y Tecno,modelo_producto
6684,6807,tv android 40 pulgadas,Electro y Tecno,categoria_atributo
6685,9684,juguete chupete mordillo,Bebes y Niños,categoria_generica
6686,720,cocina peabody,Electro y Tecno,categoria_marca
6687,12547,aspiradora iberia,Electro y Tecno,categoria_generica
6688,2765,estufa pantalla a gas natural,Electro y Tecno,modelo_producto
6689,6914,slp 50 pro rodado 29,Deporte y Fitness,categoria_atributo
6690,10819,multiprocesadora minipimer,Electro y Tecno,categoria_generica
6691,8789,camara gadnic sx37,Electro y Tecno,modelo_producto
6692,12894,tst traful,"Muebles, Hogar y Deco",categoria_generica
6693,10781,lavavajillas bob,Electro y Tecno,categoria_generica
6694,11719,smartwatch xiaomi kieslect imilab k10,Electro y Tecno,modelo_producto
6695,3002,perfume kosiuko,Salud y Belleza,categoria_generica
6696,5655,plancha electrolux,Salud y Belleza,categoria_marca
6697,11085,cesto de basura tramontina,"Muebles, Hogar y Deco",modelo_producto
6698,549,juguete cartas del uno,Bebes y Niños,modelo_producto
6699,273,club de nuit intense,Salud y Belleza,modelo_producto
6700,7637,mancuernas rosas,Deporte y Fitness,categoria_generica
6701,6589,lavarropa candy carga frontal,Electro y Tecno,modelo_producto
6702,12221,tv candy 55,Electro y Tecno,categoria_generica
6703,4729,iphone celular xr,Electro y Tecno,categoria_marca
6704,5977,bandolera amayra,"Muebles, Hogar y Deco",categoria_generica
6705,8976,auriculares gamer inalámbricos,Electro y Tecno,categoria_atributo
6706,5333,cocina morelli zafira 900,Electro y Tecno,modelo_producto
6707,11631,chinelas topper,Deporte y Fitness,categoria_marca
6708,9131,smartwatch reebok,Electro y Tecno,categoria_generica
6709,5151,juguete lego policia,Bebes y Niños,categoria_generica
6710,7009,sup game box 400 in 1,Electro y Tecno,modelo_producto
6711,4856,garmin venu,Electro y Tecno,categoria_generica
6712,9224,valija rigida mediana,Indumentaria y Calzado,categoria_generica
6713,4085,maquina para cortar el pelo,Electro y Tecno,modelo_producto
6714,1045,sous vide,Electro y Tecno,categoria_generica
6715,12641,zapatillas 47 street bubble,Indumentaria y Calzado,modelo_producto
6716,9433,ropero con estantes,"Muebles, Hogar y Deco",categoria_generica
6717,3740,extractor de aire para cocina,"Muebles, Hogar y Deco",modelo_producto
6718,10809,patillera oryx,Salud y Belleza,categoria_generica
6719,8713,corta caño de gas termofusion,Electro y Tecno,modelo_producto
6720,2052,estabilizador dji,Electro y Tecno,categoria_generica
6721,8658,calefactor eskabe 3000 tiro balanceado,Electro y Tecno,modelo_producto
6722,5856,vaporera peabody,Electro y Tecno,categoria_marca
6723,4627,soporte tv 50 pulgadas giratorio,Electro y Tecno,categoria_atributo
6724,2858,microondas sanyo,Electro y Tecno,categoria_generica
6725,10179,cartuchos hp 74 y 75,Electro y Tecno,modelo_producto
6726,5076,aparador para cocina,"Muebles, Hogar y Deco",categoria_generica
6727,4008,calefon universal cu 146,Electro y Tecno,modelo_producto
6728,450,galaxy tab a9,Electro y Tecno,categoria_generica
6729,8267,tortazo juego,Bebes y Niños,categoria_generica
6730,9917,lenovo ryzen 3 ram ssd,Electro y Tecno,modelo_producto
6731,4379,mate y termo stanley,"Muebles, Hogar y Deco",modelo_producto
6732,223,estufa garrafera,Electro y Tecno,categoria_generica
6733,1698,plancha sublimadora,Salud y Belleza,categoria_generica
6734,11454,figura funko pop avatar,Bebes y Niños,modelo_producto
6735,12984,secador gama diamond ceramic,Salud y Belleza,modelo_producto
6736,731,heladera con freezer no frost,Electro y Tecno,modelo_producto
6737,205,botellas de agua,Deporte y Fitness,categoria_generica
6738,5638,cueva para gatos,"Muebles, Hogar y Deco",categoria_generica
6739,3667,philips cafetera,Electro y Tecno,categoria_marca
6740,12382,kadu k15,Electro y Tecno,categoria_generica
6741,1046,xiaomi smart band 9,Electro y Tecno,modelo_producto
6742,1390,bicicleta philco rodado 29,Deporte y Fitness,modelo_producto
6743,7840,termotanque de 100 litros,Electro y Tecno,categoria_atributo
6744,6901,bateria g7 plus,Autos y Motos,categoria_generica
6745,10526,macbook air 2023,Electro y Tecno,categoria_generica
6746,7742,cava philco 18 botellas,Electro y Tecno,modelo_producto
6747,5550,canon t7i,Electro y Tecno,categoria_generica
6748,12014,celular zte blade a3,Electro y Tecno,modelo_producto
6749,2278,hamacas de jardin,"Muebles, Hogar y Deco",categoria_generica
6750,3351,kichinet,"Muebles, Hogar y Deco",modelo_producto
6751,6044,juguete botines 35,Bebes y Niños,categoria_generica
6752,11941,funda transparente samsung a32,Electro y Tecno,modelo_producto
6753,1823,router starlink,Electro y Tecno,categoria_generica
6754,4742,whirlpool lavavajillas empotrable,Electro y Tecno,categoria_marca
6755,6883,bvlgari pour homme,Salud y Belleza,categoria_generica
6756,12198,reloj de hombre swatch,Electro y Tecno,modelo_producto
6757,4952,zapatillas kioshi hombre,Indumentaria y Calzado,categoria_generica
6758,5779,impresora epson l4150,Electro y Tecno,categoria_generica
6759,12812,3 claveles toledo,"Muebles, Hogar y Deco",categoria_generica
6760,664,redmi buds 6,Electro y Tecno,modelo_producto
6761,3111,soporte para tv 85 pulgadas,Electro y Tecno,categoria_atributo
6762,8826,celular nokia 106,Electro y Tecno,categoria_generica
6763,2208,jbl charge 4,Electro y Tecno,modelo_producto
6764,7956,kodak printomatic,Electro y Tecno,categoria_generica
6765,8499,mesa de luz flotante,"Muebles, Hogar y Deco",modelo_producto
6766,10022,hyundai ultra vision plus,Electro y Tecno,modelo_producto
6767,3012,slp 10 pro rodado 29,Deporte y Fitness,categoria_atributo
6768,12850,cama elastica gym,"Muebles, Hogar y Deco",categoria_generica
6769,1020,zte a51,Electro y Tecno,categoria_generica
6770,1585,samsung galaxy a30s,Electro y Tecno,modelo_producto
6771,5831,motorola ram,Electro y Tecno,categoria_marca
6772,3895,piso de goma eva,Bebes y Niños,modelo_producto
6773,3811,perfumes antonio banderas mujer,Salud y Belleza,modelo_producto
6774,11632,cinta ranbak,Deporte y Fitness,categoria_generica
6775,8300,doctor loco,Bebes y Niños,categoria_generica
6776,8392,ghost spectre,Salud y Belleza,categoria_generica
6777,1623,heladera inelro,Electro y Tecno,categoria_generica
6778,6200,parlante con microfono para niños,Electro y Tecno,modelo_producto
6779,10238,ventilador de techo airmax,Electro y Tecno,modelo_producto
6780,10694,repuesto bidet,Electro y Tecno,categoria_generica
6781,7694,anafe electrico bajo consumo,Electro y Tecno,categoria_atributo
6782,9306,organizador sobre inodoro,"Muebles, Hogar y Deco",categoria_generica
6783,12114,qled samsung 85,Electro y Tecno,modelo_producto
6784,4365,sillones simil ratan exterior,"Muebles, Hogar y Deco",modelo_producto
6785,12448,stromberg stoke,Electro y Tecno,categoria_generica
6786,8229,termo de 5 litros,"Muebles, Hogar y Deco",categoria_atributo
6787,10163,ventilador liliana 22 pulgadas,Electro y Tecno,modelo_producto
6788,12161,microondas grill atma,Electro y Tecno,categoria_marca
6789,527,parlante jvc,Electro y Tecno,categoria_generica
6790,10509,sony mhc gt3d,Electro y Tecno,modelo_producto
6791,194,cama elastica,"Muebles, Hogar y Deco",categoria_generica
6792,13013,incident diplomatique jovoy,Salud y Belleza,categoria_generica
6793,9308,cocina martiri crystal,Electro y Tecno,categoria_generica
6794,12508,lg 55nano80spa,Electro y Tecno,modelo_producto
6795,7585,bolso reebok hombre,Bebes y Niños,categoria_generica
6796,10205,gama gcx range,Electro y Tecno,categoria_generica
6797,32,teclado,Electro y Tecno,modelo_producto
6798,9012,reloj con bluetooth,Electro y Tecno,categoria_atributo
6799,9229,valija discovery,Indumentaria y Calzado,categoria_generica
6800,8199,medidas sillon 2 cuerpos,"Muebles, Hogar y Deco",modelo_producto
6801,236,motorola edge 20 pro,Electro y Tecno,modelo_producto
6802,8280,termo vacuum,"Muebles, Hogar y Deco",categoria_generica
6803,8968,sierra circular lusqtoff,Electro y Tecno,categoria_generica
6804,4709,jbl encore essential,Electro y Tecno,categoria_marca
6805,4637,whirlpool cava vinos 12 botellas,Electro y Tecno,modelo_producto
6806,3154,nubia focus 4g,Electro y Tecno,categoria_generica
6807,6950,luces con control remoto,Bebes y Niños,modelo_producto
6808,6407,estee lauder revitalizing supreme,Salud y Belleza,modelo_producto
6809,3444,cinta de butilo,Deporte y Fitness,categoria_generica
6810,2761,huawei matepad 11.5,Electro y Tecno,modelo_producto
6811,6856,zapatero gadnic,"Muebles, Hogar y Deco",categoria_marca
6812,1936,magnesium complex,Salud y Belleza,categoria_generica
6813,7306,caloventor calor,Electro y Tecno,categoria_generica
6814,2967,luces de boliche,"Muebles, Hogar y Deco",categoria_generica
6815,1343,monociclo,Electro y Tecno,modelo_producto
6816,9051,jarra cafe,Electro y Tecno,categoria_generica
6817,2497,juguete hammond collection,Bebes y Niños,categoria_generica
6818,12020,microondas siam 20 litros,Electro y Tecno,categoria_atributo
6819,190,motorola e40,Electro y Tecno,modelo_producto
6820,11139,filtro para pileta intex,"Muebles, Hogar y Deco",modelo_producto
6821,3070,anafes portatiles,Electro y Tecno,categoria_generica
6822,4220,freidora liliana,Electro y Tecno,categoria_marca
6823,2006,monitor samsung 27,Electro y Tecno,modelo_producto
6824,7617,bolsa de dormir y aislante,Deporte y Fitness,modelo_producto
6825,6906,bateria musical para niños,Autos y Motos,modelo_producto
6826,7459,sabanas fiesta,"Muebles, Hogar y Deco",categoria_generica
6827,2022,galaxy watch ultra,Electro y Tecno,categoria_generica
6828,11765,celular samsung galaxy a04s white,Electro y Tecno,modelo_producto
6829,3995,smart tv samsung 75,Electro y Tecno,modelo_producto
6830,3744,ken brown tv,Electro y Tecno,categoria_generica
6831,11297,masajeador cervical aspen,Salud y Belleza,categoria_generica
6832,12303,cargador para samsung s22,Electro y Tecno,modelo_producto
6833,7251,consola multijuegos,Electro y Tecno,categoria_generica
6834,7334,juvenil carteras de mujer,Indumentaria y Calzado,modelo_producto
6835,5594,vasos termicos,"Muebles, Hogar y Deco",categoria_generica
6836,5342,set de tablas para picar,"Muebles, Hogar y Deco",modelo_producto
6837,3181,radiador electrico peisa,Electro y Tecno,categoria_atributo
6838,4621,lavarropas samsung inverter 7 kg,Electro y Tecno,modelo_producto
6839,8463,mecedora winnie pooh,Bebes y Niños,categoria_generica
6840,2032,motorola moto watch,Electro y Tecno,categoria_marca
6841,10696,wahl professional,Electro y Tecno,categoria_generica
6842,11944,samsung the frame 55,Electro y Tecno,modelo_producto
6843,9162,tivoli heladera,Electro y Tecno,categoria_generica
6844,8495,juguete caminador de madera,Bebes y Niños,modelo_producto
6845,8330,eucerin q10 active noche,Salud y Belleza,modelo_producto
6846,7336,fila float prime,Indumentaria y Calzado,categoria_generica
6847,5441,parlante jbl flip 5,Electro y Tecno,modelo_producto
6848,6977,carro cuatro ruedas plegable,Deporte y Fitness,categoria_atributo
6849,12907,aro de luz,"Muebles, Hogar y Deco",categoria_generica
6850,941,siam quirion 150,Autos y Motos,categoria_generica
6851,5711,pelota de newcom,Deporte y Fitness,categoria_generica
6852,12577,smartwatch hw21,Electro y Tecno,categoria_generica
6853,1779,xiaomi pad 7,Electro y Tecno,modelo_producto
6854,4481,masajeador lumbar,Salud y Belleza,categoria_generica
6855,12769,manguera solytac 1/2,"Muebles, Hogar y Deco",modelo_producto
6856,611,horno pizzero 6 moldes,Electro y Tecno,modelo_producto
6857,332,juguete cutter,Electro y Tecno,categoria_generica
6858,10249,horno electrico kelvinator,Electro y Tecno,categoria_atributo
6859,4876,proyector xiaomi,Electro y Tecno,categoria_marca
6860,12307,asus zenbook i7,Electro y Tecno,modelo_producto
6861,2463,sillon ejecutivo,"Muebles, Hogar y Deco",categoria_generica
6862,2376,tablet enova 10,Electro y Tecno,categoria_generica
6863,1181,puerta granero corrediza,Bebes y Niños,categoria_generica
6864,2356,samsung 55 pulgadas 4k,Electro y Tecno,modelo_producto
6865,10627,videoportero commax,Electro y Tecno,categoria_generica
6866,622,teclado musical gadnic 54 teclas,Electro y Tecno,modelo_producto
6867,5296,nokia e5,Electro y Tecno,categoria_generica
6868,6365,comoda 140 cm,"Muebles, Hogar y Deco",categoria_generica
6869,12103,desarrugador a vapor winco,Electro y Tecno,modelo_producto
6870,5108,perfume importado mujer,Salud y Belleza,categoria_generica
6871,5681,mesa de luz orlandi,"Muebles, Hogar y Deco",modelo_producto
6872,9065,camara srihome,Electro y Tecno,categoria_generica
6873,3640,brisador peabody,Electro y Tecno,categoria_marca
6874,6144,dell latitude 7430,Electro y Tecno,modelo_producto
6875,5467,receptor de audio bluetooth,Electro y Tecno,categoria_atributo
6876,1304,heladera drean con dispenser,Electro y Tecno,modelo_producto
6877,826,juguete dji neo,Electro y Tecno,categoria_generica
6878,5004,organizador ropa interior,"Muebles, Hogar y Deco",categoria_generica
6879,10473,ventilador de techo lumer,Electro y Tecno,modelo_producto
6880,5628,organizador de lavarropas,Electro y Tecno,categoria_generica
6881,9583,figura my hero academia funko pop,Bebes y Niños,modelo_producto
6882,8884,planchita de pelo westinghouse,Salud y Belleza,modelo_producto
6883,240,juguete magnific,Bebes y Niños,categoria_generica
6884,7630,farol camping,Deporte y Fitness,categoria_generica
6885,2825,godeco maquina de coser,Electro y Tecno,modelo_producto
6886,10235,heladera neo frost,Electro y Tecno,categoria_generica
6887,8188,mesa y sillas plegables comedor,"Muebles, Hogar y Deco",modelo_producto
6888,5118,polypodium leucotomos,Salud y Belleza,categoria_generica
6889,3112,lijadora black and decker,Electro y Tecno,modelo_producto
6890,5321,repuesto mochila ferrum,Indumentaria y Calzado,categoria_generica
6891,9077,smartwatch noblex,Electro y Tecno,categoria_marca
6892,12904,silla niviko,"Muebles, Hogar y Deco",categoria_generica
6893,7311,rheem saiar,Electro y Tecno,categoria_generica
6894,4659,macbook air m1 2020,Electro y Tecno,modelo_producto
6895,5816,moledora de carne electrica,Electro y Tecno,categoria_atributo
6896,9117,heladera ge,Electro y Tecno,categoria_generica
6897,10183,detalles de motorola moto g23,Electro y Tecno,modelo_producto
6898,12507,bohne topp,Electro y Tecno,categoria_generica
6899,12325,minicomponente lg ck43,Electro y Tecno,modelo_producto
6900,9377,vanitory con mesada,"Muebles, Hogar y Deco",categoria_generica
6901,8265,ludo matic,Bebes y Niños,categoria_generica
6902,10428,freidora de aire unnic,Electro y Tecno,modelo_producto
6903,1710,juguete mesa de melamina,"Muebles, Hogar y Deco",modelo_producto
6904,10214,cepillo one step,Electro y Tecno,categoria_generica
